Problems
To get my life started ,Not waiting around as much as we do,We were standing around a decent bit at a time ,Nope
to start my career path ,Wearing masks while conducting PT is very difficult ,working out outside in the heat is hard to do while wearing a mask,making the vaccine mandatory and having people get tested for covid before they arrive 
To be like my father,I think everything's been done pretty well.,Everything done so far has been done in pretty good way,Nope
I wanted to better myself and I wanted to go to college. ,Due to having to be apart our company wasn't able to exercise together very much,Covid sucks but it's all good ,No 
I joined to help support my family ,I didn't like having to wear a face mask while working out,Wearing a face mask made it difficult to breathe while exercising ,No not really 
"To Chang my future, an to jump start my career ",I mean getting more chance of gaining extra time to use your phone ,Like if you get good times on your testing scores and or physical testing then you and 5 people can get randomly pick to gain extra phone time ,I think we just need more time to conduct personal hygiene and sleep. 
2002,Like being able to have more opportunities to be able to earn more phone time like doing a specific task ,"I would say that in BCT we can earn a privilege of using our phones but no more than 30 minutes every Sunday, I would like more time to be able to use my phone by Doing certain task like making my bed the right way or doing good for a PT session ",The drill Seargants can take away our phone usage during basic but they haven't been able to give any more time for phone usage only taken it away ,I can probably ask the drill Seargants to be Able to give out more phone time 
I joined because i am in the rotc program and I was struggling on pt so I can to pass that to get back ,I don't understand  the last question ,"Questioned “Switching gears, I'm hoping to improve the training you went through these last 2 weeks. With that in mind can you think of one thing you wish had been done differently?”",We need to improve on the mrs because they are really not good which is not good but so far basic training is okay  
College money and AIT credits.,"I want more time blocked off for personal hygiene and sleep. Since there are so many members in the bay. It's hard to get everything, showers, laundry, etc done and still sleep a good amount of time.",There isn't very much time to shower or sleep so we are all tired and some of us smell.,Just take a rather small amount of time from multiple things and add an additional hour to the sleep time.
I wanted a good foundation ,"Well, since I've been in yellow phase quarantining, there isn't much that the drill sergeants could do to make anything better",The first two weeks of BCT is basically a quarantine that lasts for two weeks before we can do anything fun,"Well, the only thing I could think of is getting rid of covid but that's unrealistic"
I wanted to be guaranteed a good job,I didn't work on my endurance enough so I get tired pretty fast during the PT sessions,I would tell them that working on endurance is very important because it doesn't matter if you're super strong if you run out of energy thirty seconds into an exercise,I think the workouts conducted at recruiting stations to prepare people for bct should be more difficult in order to give a better idea of what PT will be like in bct
The main reason I joined was because of college to be honest ,Well me and the battle buddies that I had didn't really get along for the first couple days cause some of us would argue over dumb things,Just try and get along with the people in your bay the best you can cause you'll be with them for the next 10 weeks ,Just make sure that everyone gets along even if they have big egos cause if they don't they're gonna cause a bunch of problems for everyone 
I think  it's a great way to start a foundation for a family also I love to utilize a lot of gi bills ,Most initiates need more inspiration I think that if the process was faster then both your sergeant and I miss you more incentive to kind of get the day over with ,Either shorten the days or cut them off and I think you'll find more inspiration between initiate and drill sergeant ,No 
It's a calling. It was something I wanted to do long time ago. I also joined it to have more opportunities. ,Like 15 minutes is too short. We need at list 20 to 30 minutes. ,We have 15 minutes to eat and we stand up after. No time to digest. It gave me something stomachache ,We just need more time to eat. That's all
To jump start my life and to start becoming an adult ,The food here has little to no flavor and i wish i could add flavors to the food i eat ,The food here is terrible so if there is any chance whatsoever add flavor to the food ,"No seasoning in the food and if there is seasoning its not enough to taste, the food can be very dry or very wet to the point where its dripping food thats not supposed to be wet or slimy ","Give the cooks more seasonings to put in the food, make the food almost how it would be in the civilian world. The food is damn near prison food "
For my family ,We got left alone in our bay for hours and we're told to conduct bay maintenance for all those hours and then the drill Severus would be like oh so and so didn't come and get you guys ,They would leave us and forget about us ,Get more help 
I joined because it paid for school and gave me a great job for my future,"I think with the circumstances for yellow phase, the best is already being done",It's boring and sucks but you just have to embrace the suck. It can always be worse. The Drill Sergeants are doing the best they can,No
Not your business ,,,
For the benefits and college ,Like all we did was March I wish we could have did actual combat training ,All we did was walk and do pt,By doing more fun stuff instead of just sitting around 
I joined to gain skills to transfer for a civilian job and because I wanted to serve my country to help prolong its life because I love my country,"Not really, however explaining how to use the heater more effectively in mre's would have helped me eat better and more normally throughout the first week",I don't know. I'd say that you don't need tons of water and that it takes less time then you think but I think it was more user error then product error although it isn't something most people think about trying to figure out to use ,Not really
To create opportunities for myself and independence ,"I'm finding things to be just as I expected, rather a bit different but around thing",There's nothing to really worry about just do what your told and work hard,No
"School, job experience, money, benefits, character improvement, and direction ",We do sprints and deadlifts and run a lot. It would be nice if my body had some fuel to run off of while doing all that. ,We workout before we eat breakfast in the morning and that makes it hard to bring maximum effort towards physical training ,Eat before high intensity workout so trainees can actually benefit from the exercise and be able perform through the whole workout 
Family ,I would change drill sergeants ,The mood of drill sergeants are crazy ,Bye Training people that is motivated 
I decided to join to better myself in my civilian job and to also be able to keep a family tradition of serving the country ,"Sure, some of the males are currently out of shampoo and laundry pods ",Along with soap ,Yeh let us go to the troop store 
To help my parents get their citizenship documents faster and to travel,"The whole first week was really hard, I really felt like quitting because I wasn't use to all this and I kept on putting myself down. I wish I could've just motivated myself at little bit more at the beginning.","Umm let's see, I would say that it's all a mental game, and to just keep on moving forward. ",no not really 
I decided to join to pay for college and to make a change in my life,"At times there was a lot of bay maintenance and and just waiting around in our bays, or outside because everyone seemed to be really busy. However, the drill sgts still managed to help us get everything done that we needed to get done","Even though it seemed like there was a lot of waiting around and not knowing what we were going to do next, the drill sgts still taught us fitness stuff and how to march when they got to us",Maybe the drill sgts could get more help?
2002,"Nothing to improve, I'm enjoying my time in BCT so far.","It's hard work, but at the end of every day you feel good, and know you're improving. Only if you're putting in 100% though.",No
To build a foundation for my family. ,"More drill sergeants to help the drill sergeants who are short staffed. Due to that, we were behind on briefs because in my platoon there was only one drill sergeant. She made ends meet, but more staff could of helped her a lot more.",More staff will help those who are short staffed.,Being able to have more drill sergeants in case 
To better myself to do cool things and to learn a trade,It went pretty smoothly ,The drill sergeant where pretty good at what they needed us to do ,No
I joined because I have always wanted to serve in the military and I wanted to do the army to make my family proud and to be apart of something big and to help others and I thought it looked fun to do,A drill sergeant would say one command and then another drill sergeant would say something different and would confuse the platoon and make them waste time,One teacher would tell the class to do one thing and then another teacher would come in the class and tell them to do something totally different and the class would not know what to do from there,Have a the instructors sit down with each other and plan out what they are going to do for the play 
I've wanted to serve my entire life. I don't have a specific reason. This life has always just called to me. ,I would say the workouts. They allow the males to workout before or after almost every meal but the females weren't given that opportunity even though all the Drill Sargent's say we need the most exercise,The males get to do more workouts than the females when the females are the ones that need to do the workouts more than the males ,Lack of Drill Sargent's. And the Drill Sargent's that are here don't want to deal with the females because some of us have bad attitudes,You can't fix other people's attitudes. They have to do that themselves. The only other idea I have is to send them home
To build myself up and better myself better than most,The drill seargents need to be more strict and hard on everyone and check more thoroughly to correct the hard-headed trainees ,Other than that I've loved it,They are just hard headed and don't really care. And in my opinion the drill sergeants should just be harder on the ones standing out and the ones that struggle should be helped more like first hand,Im just a trainee .. I don't have the knowledge to fix it
"I joined because one, college, and two, i come from a military family and i wanted to follow in their footsteps ","As a female, we were thrown around a lot on where to go and what to do. We were told a bunch of different things. And when our drill sergeants were gone, nobody really did anything with us. It took like 4 hours sitting in the bay for someone to come and get us finally ","When our drill sergeants were gone, we were left alone for a few hours and such to do nothing. And were tossed back and forth between directions a lot, so we got in trouble for doing what web were told",make the drill sergeants freaking talk to each other besides just gossiping and joking around. And actually fix stuff??? 
For my family ,We need to train a bit more,We needed more tactical training like with weapons,No
I joined because I wanted to start my career very early in life and start a life with my girlfriend very young,I wish that the phases and the dates they started were said in the beginning so it gives me something to push for and gives me a goal. ,Having a basic training schedule for the days before you get here. And a list of things you can bring bc the list that is out is very outdated and has changed a lot,Just get the word out when you first swear in
To help build my career and aid with college tuition ,The drill sergeants would give conflicting instructions at times because they had not communicated with each other or their schedules would be too busy which would cause less training ,The drill sergeants would give one instruction then the other drill sergeants would give an instruction that was the complete opposite of what was said,The drill sergeants for second platoon specifically have too much with on their plate and have to manage multiple jobs and training the trainees,Not sure 
I wanted to better myself and be a different person,Wait for a enlistment bonus,Get the best deal out of everything especially when your running and working out everyday.,Idk how to fix that
Benefits,Masks shouldnt be mandatory especially for vaccinated people,We have to wear a mask at all times and it's hard when it's hot and we exercise,Not require masks
"To support economically to my family in Mexico, and to study a career ",Yes,I should be more physically prepared for BCT,Train more after lights out with my battle bodies 
Benefits,The platoons not being separated,I wish the people at bct would all be together rather than separated in yellow phase,No
For my family and to better my living to not have to worry about certain things,I wish I would have started working out sonner and mentally prepare myself for how they were going to be trowards us,The amount of exercise that is being done is not a normal amount so being sore for days is okay but the main thing is when they screaming and telling you things is to tell yourself you can do things and motivate yourself of why you there ,There is nothing wrong with it it's just helping us 
I joined the army for my family and for college,"Just to have enough time to chew down food, without having a feeling I have to choke it down ","That you don't get enough time to eat your food, you have to choke it down.",Having someone in charge to  tell them to let us have more time to eat
To make my family proud and to get a head start in life,The drill sergeants shouldn't punish trainees for something that another drill sergeant asked them to do,The drill sergeants shouldn't punish trainees for something that another drill sergeant asked them to do,No
I decided to join because I wanted to travel the world and start my own business ,I wish the living condition was better and the way they carried out the training ,"Instead of them putting everyone together to train no matter the condition of breathing or injuries prior to basic they should place the trainees  in groups based on that
Example: people that have attitudes should be combined with similar people or people that run slow pace we should be mixed I feel that motivated the person ",No
College tuition ,"I wish that there were more Covid restrictions. For example, spacing out in the hallways, enforcing the trainees to wear their masks over their noses etc. ","I would tell them that there are four phases of BCT and the first is yellow phase. In yellow phase of basic training, all non vaccinated people have to take the","More social distancing, properly wearing the masks, and more sanitary stations. "
Benifits for me and my wife and to show her the world,Certain people dont give a shit and fuck up and everyone pays for what they did but not matter how much we al pay the one person still does the same shit over and over again. I think the one person that fucks up gets punished not everyone unless everyone isnt trying to fix it or get on that person.,Some people dont get a shit and dont try so  everyone pays for it ,And thats all
I joined to get my CDLs and stop working on the streets to make money . And i got a child and a fiancé so i needed a real job and the army was the best choice for me . ,Basically saying if i had more people on the outside or even if i was able to talk to my peoples/family more i would be more motivated then i am now . If they gave us more phone time or just time to talk to our family it would keep me more motivated.,I wouldnt really know how to asnwer that wuestion,No
My family and I wanted to better myself.,I'm more of a hands on person and it's hard for me to set through classes and retain all the information.,So we set through classes like in a high school class room setting and and go over different things like weapons stuff and standards and it was hard for me to retain the information ,Not right off 
To pay for college and better my future.,"Better explanation of what was to be studied for our yellow phase test, and better communication on what we are supposed to do when sent to our bays.","We were not fully communicated on what to do during some points during the day, due to having only one drill Sargent on for our platoon most days. ",Negative.
I'm on a military rotc scholarship to the university of north Georgia and I needed to join the military to qualify for the scholarship  ,"While the other platoons we're getting chow, we had to stand outside and wait for everyone to go through, while we could have been practicing our marching or something more productive ","We stood outside watching other people get their food for 30 minutes or so, and during that time we could have been doing something more productive like practicing our marching ",No
To set myself up for a better future and gain experience I wouldn't get anywhere else. Also pays for college and along with benefits ,Since covid limited training we would stay around for god knows how long and not do anything but classroom time.,It was not fun to do nothing or learn hands on ,No I do not 
I joined because I needed a job and wanted to leave my parent's house as soon as possible. ,"The bug spray mitigates bug, moisturizer is useful for dry skin, additional masks would prevent the two masks issues from getting to sweaty and smelly","BCT has its difficulties but I would personally recommend that you only bring bug spray, moisturizer and additional black (PT suitable) masks.",Add the items to the PX at Reception and let the trainees be able to purchase them 
I joined the army because of free college and the opportunity to stretch myself physically and mentally.,The drill sergeants can be a little strict but they are just doing their job and I appreciate them for that.,I would say that everything here at BCT is for a reason and even though the drill sergeants are rough they ultimately want you to succeed and why would they put in all this work if they just expect us to never make it.,No
I joined the army because growing up I was a army child and I always wanted to join the army and 've joined to get a better life and the the things I use to do growing up ,My two week experience was pretty nice in my opinion I really soundly chance anything ,Wouldn't change ,No 
2003,i wish we could have got straight into soldier training and the discipline was more harsh on the trainees as they require harder training to break bad habits,Becoming a soldier requires intense training and disciplinary correction to improve the mindset of the trainees before they become soldiers ,"If an action by a young trainee is committed more than once or it is seen that he is brining down the squad for his disciplinary actions, he should be corrected and kicked out "
Yes,I wish we could eat more food,"They feed us plenty every day, I'm just use to eating larger meals",Eat like a hungry dog when they give you food
To get paid while I'm in college ,I feel like there's that should be changed,"Basic training is basically getting you ready for the army, It's not hard you just gotta do what you're told.",No
To be able to provide for my family ,I wish that the punishments didn't seem so personal to the ones giving it out and be more about training and being a better person instead of someone's feelings hurt,Basically some will get in their feelings and we will get punished ,Maybe people not take stuff so personal and if they do not to give a punishment for it 
For a better life opportunity ,,,
1987,"So the drill sargeant do a perfect job with us, push us to get in discipline, be fitnes, clases are great.",Well all experience is particular. Some people like military live and other ones not. People who want to take this step need to be brave and determinate,"Not, sorry"
Travel and to help pay for college,I am unable to do a leg tuck which requires core and upper body strength which I don't have a lot of either. I feel like the drill sergeant was pressed for time when teaching study materials for us to know.,You will need to take any sorta note for study material in the classroom and workout whenever you can,No
I have two uncles that serve in the military and they motivated me to join. ,Being able to do the pt exercises better,Come prepared to deal with anything. Everyone has a different mindset and you have to work together as a team to make it threw. So come prepared in all aspects ,No that's something you learn when you get here
For college my family and also for my future job opportunities ,I needed to improve my pull ups and leg tucks and abs exercises ,Those are the thing I find quite difficult but I try to manage it ,Nothing else really 
I'm the oldest of 6 and wanted to set an example and also needed a foundation ,Well these guys been arguing like idiots and I've just been tryna be the peace maker. We've been smoked too many times ,I'll tell them that we've all had egos and just need to put them aside ,Red phase 
College ,"There's nothing that could improve, everything was like i expected ",BCT has nothing to improve ,No
To do something worth meaning and to have a better life,There is nothing that I wish that should've been done differently because it helped the transition from civilian to soldier easier,The first couple days were rough but it helped everyone get their discipline in order ,None at all the Drill Sergeants are doing a fantastic job
I joined to travel and meet new people. I want to experience the most I can. I also joined to make my family proud and to do what makes me happy.,Their is nothing that I wish would have been done differently it was a snotty transition the first 2 weeks ,Smooth*,No
Personal reasons only for myself to know,Everything was how I expected. I came to basic training with the knowledge it would be hard.,I don't know I guess just know that you mean nothing in basic training and you're transitioning from a civilian to a soldier so its gonna be hard.,Yeah call a plumber or someone with maintenance and fix the problem.
For educational benefits ,"I wanted to have journalism , but I didn't score high enough so I went with the first thing I saw with the least amount of years",Basically I didn't get to choose the job I wanted so I went for the easiest one,Have more jobs available 
I was born in 2003,Yes,It's hard but it has to happen,Nope
money future ,well its nothing i would do different ,its very mentally challenging but good training ,
"Many Reason, One of my dreams was to serve the US military at one point. 2nd I wanted to be the first in my family to serve in the US Military, 3rd, I wanted to Study Diesel Mechanic, but the classes were to expensive in college. I found out the Army had that job I wanted. Everything lined up for me with my goals, and Here I Am, in Basic Training in order to serve my country. ","I think Drill Sergeants should deal with trainees that are causing serious, unnecessary stress to other trainees. For Example, I have seen trainees trying to fight other trainees just because they're trying to correct the trainees that are doing wrong. ","I would tell them, ""Whenever a trainee is trying to help you/ correct you, don't take it personal. They're only trying to save you from getting smoked or the platoon or sometimes even company from getting smoked. ",no
To serve the country ,Yeah I'll rather go straight to red phase and learn through out the phase because I found yellow phase to be boring ,Instead of learning in a classroom    it would be better to learn through a hands on experience ,Getting rid off yellow phase
Benefits,We waited around a lot at reception,Everything else went well,Covid is a large problem.  Wear masks and wait for it to pass.  Vccines also
"I decided to join because I wanted to further my life. I did not focus a whole lot my last year of high school, but I knew that I loved media, like film and photography. So my MOS, 46S, was a perfect option for me in the guard, as I get to learn that job, as well as go to school to become an officer.","I think being allowed more time to train on our own, such as supervised individual running. I think that's the best way to loose weight and get in shape for me, but I haven't been able to run distance yet",I wish we could go to the track to run in our free time,Nope
To help me have a successful future,We spent more time waiting then training,We waited for nothing a lot,Start the training sooner
"Honestly, I didn't really have a reason, I often say to be able to afford college, but really I needed to straighten my life, I needed discipline, I needed a change in my life.","I taught, the restrictions would be worst or the exercises would be hard, but the rules and everything else bearable. ","From what I've seen so far I would say that, BCT can be stressful some times but, if you willing, its nothing.",No
2003,,,
"To serve my country to provide for my family, and to help pay for college and build a future.","We were able to stay active and learn while maintaining social distance and quarantine, which is what I've been lead to believe yellow phase is for.","It was an cautionary phase, before we integrated and trained as a whole company.",No
To get a degree ,The food was disgusting I would have rather gone to the DFAC since we need fuel to train hard and the protein to carb ratio on the meals is not good for recovery. ,They food is not good at BCT. ,Serve better foods like chicken beef and white rice instead of brown rice would be just fine. 
To do better for my life and my kids I grew up in a bad neighborhood and ran with the wrong crowd ,Yeah I do ,It hard like missing your family and being around other friends but you get to know people in here ,Yeah I do 
2002,Nothing really basic training has bent great for me I love working out and being productive ,Get paid to workout and become mentally and physically stronger and you get paid for it,No not really basic combat training has been perfect for me so far
Be the first in my family to join,Before i got here so i wouldn't be out of shape,Running up hills is challenging so i would suggest to run more often,No
"Wanted to server my country Benefits, and I had nothing to do",Whenever we got to eat if wasn't enough I weight 159 6'0 so I eat a lot ,You don't get enough food to keep exercising ,Feed us more 
I want to build a future for my self and my family ,Trained more physically and gotten more used to the heat ,Get in shape before coming to BCT. You get yelled at a lot ,Setting aside time and having drill SRGT show is ways to stretch after pt 
The pride I have in my country. And wanting to be apart of something bigger than myself,No it's pretty self explanatory,"A hot meal is from the kitchen, not an MRE",Tell them to give us 2 MRE's
To get a good start in life,I think everything has been done correctly and how it should be,Basic training is a lot of work but is worth it in the end,No I don't have any thoughts
"Honestly, I joined because I was starting to get tired of college. I do love what I study, but I dislike the stress it brings me economically. Also, my dad is a MAJ, so he's pretty proud. He's my best friend. ",Process in ,120th is horrible. I wasn't able to take a shower in two day neither sleep. ,^
January 23 1993,Yes their are alot,3rd platoon,Well I found bct ok so far and am learning alotnof new thing which making me a better person also help me to think great under pressure
College and I needed experience for FBI schooling ,I should have worked out more , I would say work out more ,No I don't 
I have always wanted to be in the military. The Army was the right fit for me,I wish we had gone straight into Red Phase.,Yes,That is my only complaint. We cannot defeat covid-19 without a vaccine. More people getting vaccinated will solve the problem.
College benefits ,There should be a set roster for fire guard because the bay leaders don't make it fair,Fire guard roster,Make an automatic roster that's switches
To be a role model and be part of something bigger than myself. ,After bay maintenance we should workout more ,After cleaning up we should do more physical activities ,Not sure 
Have a better start at life ,The amount of Pt uniforms I was given just was not a enough . I wish I had more pairs ,Make sure your wash your PT's daily because they run out fast,Issue more PtS 
I want to become a FBI Agent and the Army is going to help me do that.,It's really hot in Fort Jackson. We have Heat Cat 5's everyday. So we don't train as much because of the heat,Don't do basic training in the summer. Do it in the fall ,Not really 
To help my mom pay for college and help her pay bills,It's all great,Ínstense and mental,Not really it's gray
"New Orleans, Louisiana ","Having it be more of a teaching environment on the first day instead of getting corrective training for things you don't know 
",We would get in trouble for things we wouldn't know!,Understand that at the end of the day we are human 
I've always wanted to be a part of the military and I felt it would be a good way to develop confidence and learn new skills,We had a test and there were a few things that I couldn't memorize (regarding rank structure and certain people in the chain of command) and we only spent a small amount of time talking about each specific thing,"It would be the same thing, just as if it were in a regular classroom setting",Just more classroom time and some collaboration time with other trainees
I'm based here at Ft. Jackson,Bravo company,nothing i would change,no
The benefits given by the army and to be a hero,When we mess up we get corrected and told how to fix ourselves and food time is fine,Tough but will probably be worth it,Nope
Wanted to serve my country and be an example to my son,"Yes, i was told what to do and when to do it. Instructions where clear and drill sergeants keep challenging us.",Join if you want a mental and physical challenge ,Send a tech or buy new machines plea
I wanted to join to set an example for my younger siblings and for college benefits,I feel like for the most part with the restrictions that covid has placed on basic training that it was handled well,The first two weeks might be rough because of covid restrictions,Making it mandatory 
I decided to join because I wanted to travel and help my parents economically ,I do not have wish nothing has been different ,"That is going to be hard at first but everything is just mentally, you'll be able to make it ",No 
My grandfather ,They did not prepare us for basic at all. They could start by teaching us how to make our beds ,They where trying to push us through the process instead of doing their job to the job to the best of their ability ,Restructure reception and build in time for us to be thought the things we need to know before BCT 
"I did so I can get more control of my life, serve the country and also help with college",I should have work out more before coming to basic ,Work out in the gym and run a lot before coming here ,Work out more is all and also be ready for the mental aspect 
I joined because I wanted to meet new people and I want to become a physical therapist through the army right now I'm a certified physical therapy aide ,The drill sergeants could have been more understanding I didn't like that when I got to reception they didn't let us shower the first 2 days and when I got to basic some drill sergeants could have been more understanding ,That drill sergeants could be more understanding and open minded to certain situations ,No I don't know 
I joined the army to be an army soldier like my dad,More class time to study notes more,Make sure to write down everything the drill sergeants tell you and study them as much as you can,Give a a bit extra time for class
and 2003,i got nothing i want to change,not really,
To serve my country and go to college ,I want a break down of the rules here and the discipline standards.. as far as saluting the officers ect ,I'm not sure ,
To make my dad proud and to to pay for college,"yes, things get boring when there's nothing to do and they tell us to do bag maintenance but we clean so much there's nothing to clean ",they don't have enough tasks for us ,having us do things 
"I want to serve my country, and get some quality job experience ","The training was excellent, and prepared me well",The training we get really helps us to improve our skills as a soldier ,No
I decided to join the Army to become an example to my family and friends,The food is kind of bad but the quick meals are better,Hot meals are nasty and take too long and MRE's are easy to make and delicious,No
2003,I wouldn't change anything ,BCT is the most fun I never want to have again ,No
I joined the army to help my mom and to go to college ,Basic training has boost my confidence and drive my to do better and be more discipline ,They just have to be physically and mentally ready to face any obstacle y'all come up against it's gonna be rough but keep your head up and focus on why they came here,No 
I've decided to join the army for the cool benefits and for more experience in my life,I would not change anything that happened in the last two weeks because it's already dealt with,What is done is done,I think we should just continue to sanitize and clean 
To be a part of a bigger purpose,3 out of 10 washing machines don't work in bay 3 ,Washing machine broke ,Sending a repairman to bay 3 to fix them
Education ,No,I wouldn't change it,Nope
Because we have the best military in the world.,More food,"More protein, more meat",More food 
I was born February 25 1999,I wish I had more time to do my laundry ,For hygiene reasons ,Takes two hours to do laundry 
I wanted to make my mom proud ,Everything is made for us to be a soldier. Everything is reasonable except it's too hot and sometimes we get smoke for no reason.,It's really hard but someday it would've been worth.,Not really 
I joined to challenge myself and step up as a leader,I want to be more better at running and do more push ups,You run more and you push your self more,Nothing
home is kansas,Bravo,I wanted to learn more things,Make the training harder
I join the army so I can better myself and set an example for my friends and family ,What I wish that was done differently is yellow phase it takes a lot of our time and it's boring for us and the drill sergeant I wish it was shorter,Yellow phase is 2 weeks of Quarantine and it's the longest days we don't do much but workout ,Instead of yellow phase just start red phase and if some pops positive for COVID u put the in quarantine and just that person not the whole platoon and u retest the platoon 
Always wanted to do it and looked up to people in the military ,The food isn't good and not enough time ,We don't get enough time to eat ,Also the washers are broke 
to better myself and to have a better life,i wish i didnt stop working out after high school so that i could have stayed in shape,i wish i kept on working out after high school,keep on working out to better myself
I decided to join to bring honor and decipline for my self serve my country and give my family a better life financially ,Better preperation at 120th explanation of what where going to go through . Covid guide line that makes sense for quarantine purposes it took 2weeks for us to figure out that one girl in our platoon had covid and in that time could have spread it to more people ,Masks mandates that apply to instructors and trainees even though where vaccinated cause they can still be carriers ,
To build a better future for myself and have a steady career,Me getting in trouble got me put in a different platoon,"Do the right thing 
Do what you are told 
Therefore things will go smoothly!",I got it from here
to start a family of my own,and bravo,"our times with our phones, we barely get any and when we do get them, the service is so bad that nothing goes through anyways",give us more time so that we can find somewhere to get better service 
2003,The food,The food could improve . We don't have many choices ,No
to learn discipline and better my life ,like I learned a lot about the purpose of the army and what my purpose could be what it should be and how things work and how I should carry myself throughout my career ,the army has a lot of opportunities for everyone who is up to the challenge you'll learn a lot and better yourself also finding out the best type of person you can be ,they do a great job 
Had no where to go ,I don't really know what to expect so I don't see anything to change ,It's kinda like hell but that's how I expected it ,Punish the person causing the commotion on purpose to get others in trouble not the whole platoon 
I am getting medically discharged ,I will be leaving soon,I will no longer be in basic training soon because I'm being medically discharged ,The paper work could be fast forwarded so that it can be signed and I can leave before college starts
"Opportunity, and selfless service. Something bigger than myself.","More individual training and helping outside of my battle buddies. It seems hard at times, the training is more umbrella and leaves the slower few in the past.",Umbrella learning hampers the whole training,Focus aid on the least capable of class
I want to better myself and college,I miss my friends and stuff but I don't have many things could've been done differently. ,I don't and do want to be in bct,Answering my question?
Family tradition and to make a better future for myself ,We'll be told to go upstairs and then not have anymore instructions for hours ,We'll be told to do something and not know what to do after,Plan things out before giving a command 
College benefits ,We wait around a lot wasting time when we could be training or studying.,"Less waiting around for a task, more doing tasks.",
For my parents and for the education benefits ,The days that we were at reception didn't have to take as long as they did ,We could have more communication between the drill sergeants and trainees ,Personal time with drill sergeants 
A future outside of New York for my family and girlfriend.,"Newspapers:we can keep up with the sports we like and current events

Magazines & Books: We can learn things we had no fascination with nor would have been exposed to otherwise. ","Trainees need more positive things to do, instead of just talking to each other, we should teach each other and talk about things that can advance us.",
"I joined to start my career, and to maximize the benefits from the Army","It's my first time away from home, and I underestimated how hard it would be to be away from home ","You need to keep your mind off of things outside your control, and focus only on what you can control",Work hard everyday
Hi. This is pvt farfan,Hi.,Rafael Mauricio farfan ,Rafael farfan 
for my dad,i should've worked out a little bit before hand,work out before hand because if you don't it will be difficult to keep up,working out before bed
I joined because I wanted to build discipline and go to college.,Helping us with more practice for phasing movements ,Helping with movements ,
Wanted to follow my family.,No one came seem for follow simple instructions.,People are dumb.,Don't let them enlist.
For the benefits ,Everything has gone just as I expected ,They push you to success ,No 
For a better life ,Focused more and study's more ,To always litsen to drill sergeants and focus on training ,To give us our phones 
I want to prove my worth. I want to be a Ranger,"I wish the workouts and the ""smoking"" were a bit harder in yellow phase. Because there were a few people who were struggling when they got into red phase","Do exercise now, so it's easier in the future ",Increase the scheduled PRT in the morning and increase it by small increments throughout the cycle. 
"lol um , i wanted a challenge in my life and a start of something new .","one thing that i wish that could have been done differently is the respect, i know it's basic training but certain things shouldn't be said out of respect. certain words shouldn't be said due to people past lives and they could be trigger words. there's more but i'm on a time limit but that one is really important.","i'm not sure, i would just say their rude",remember we're human 
"Follow my dads footsteps, College Money, Serve Country",No,No,No
"Family legacy, learn a skill, benefits ",The scheduling,"Everyday is different then yesterday , you never know what the drill sergeants have planned for you ",No 
Education and personal improvement ,I can't think of anything to change about the first two weeks,It's how I expected it based on what my recruiter told me how it would be,No
I Wanted a challenge and always saw myself joining,"The drill sergeants explainEd a lot of things thoroughly. 
Maybe one thing would be to let trainees know that all drill sergeants have their own teaching methods and won't all be the same",I would say that the drill sergeants repeat themselves more than once but you better be paying attention,No
Wanted to serve our country,I would have liked to have to have been a bit more fit because basic challenges your physical fitness and takes it to an extreme,Keep exercising even when it is hard because basic will challenge all the thing you know,No
"For multiple reasons for 1. I didn't wanna go to college 2. Because when I was a kid and still til today my grandfather would tel me story's on home great it is 3. I'm hoping it'll set up a good future for me,my girlfriend, and the kid that's on the way",It's been a lot of go to your bays and nothing else and getting smoked for doing so and doing what you think needs done,Their is a lack of communication between drill stg and trainees,I know it's their job to be hard asses but it's easier to understand when their calm
Joining the military was something I had in mind to do as a career all through out high school,We didn't know how to maintain ourselves after being repeated several times and got in trouble for it,Just like I described it to you,not any specific just to work on ourselves 
To focus on myself and get out of my comfort zone.,We took the yellow phase test and I got a bad score. And it was generally on the part I was having trouble with memorizing. I wish I would have asked someone for help more and paid more close attention.,Don't be shy to ask for help when you need it. It's ok to struggle and ask for help because everyone struggles.,"Take it slow, day by day. And it's the little things i need to work on. Little motivation words here and there."
To serve my country and better myself,I would rather get straight into training,Yellow phase is a bit boring,Not really
I joined to follow in my father's foot steps and join the army ,No,I wish that reception would allow us to work out,No
"Get paid to eat, workout, and I get a job, benefits, and it gets me out of my parents house.",More phone time,You get 30 minutes which is not enough time,On what
There's a lot of reasons,I feel like we didn't get enough time to study what we had to. ,I would tell them to give study guides earlier in the week,Giving the study guide earlier 
I come from a long family line of Military veterans I have known I was going to join for most of my life and can't wait to be tapped out at graduation by my family,Instead,We eat 2 regular meals a day and then eat an MRE instead I would want to eat 3 MRE's a day,No
"To learn to socialize, to travel, and to serve my country ",There was no problems I've noticed ,There's a lot of exercising and yelling but you get used to it and it feels easier after a while,No
Too many reasons,Disciplined,Awesome,Nothing
"Experience and career in life, and a better opportunity to bring my parents over. ",Sometimes instructions are rushed,Instructions should be laid out more cohesive and clearer and not rushed ,No
No,They talk bad about us and say that we won't be nothing.,They're beyond disrespectful ,No
I was born in 2002 ,Yes sir,Do what the DS says,No
Because I know my family couldn't pay for college and I wanted to have a stable living for my future family,No,Hard ,Get a better contractor 
